Month,Prov,Immig,Char,Sex,Age,    Nodegree,    Highschoolgraduate,    Postsecondary,    University,       Above bachelor degree
12-Jan,Canada,  Non-landed immigrants,       Full-time employment,  Female,  55 Years +,0,3,2.8,3.1,2.1
12-Jan,Canada,  Non-landed immigrants,       Part-time employment,  Male,15 Years +,3.5,2.7,2.3,8.6,3.5
12-Jan,Canada,  Non-landed immigrants,       Part-time employment,  Male,  15-24,2.4,2.5,0,2.3,0
12-Jan,Canada,  Non-landed immigrants,       Part-time employment,  Male,  25 Years +,0,0,2.2,6.3,3
12-Jan,Canada,  Non-landed immigrants,       Part-time employment,  Male,  25-64,0,0,2.2,6,2.9
12-Jan,Canada,  Non-landed immigrants,       Part-time employment,  Male,  55 Years +,0,-,0,0,0
12-Jan,Canada,  Non-landed immigrants,       Part-time employment,  Female,15 Years +,2.8,4.7,10.7,12.6,2.7
12-Jan,Canada,  Non-landed immigrants,       Part-time employment,  Female,  15-24,1.9,0,0,2.1,0
12-Jan,Canada,  Non-landed immigrants,       Part-time employment,  Female,  25 Years +,0,3.4,9.3,10.5,2.7
12-Jan,Canada,  Non-landed immigrants,       Part-time employment,  Female,  25-64,0,3.4,9,10.4,2.6
12-Jan,Canada,  Non-landed immigrants,       Part-time employment,  Female,  55 Years +,0,0,1.7,0,0
12-Jan,Canada,  Non-landed immigrants,    Unemployment,  Male,15 Years +,2.2,1.6,4.2,2.4,0
12-Jan,Canada,  Non-landed immigrants,    Unemployment,  Male,  15-24,0,0,0,-,-
12-Jan,Canada,  Non-landed immigrants,    Unemployment,  Male,  25 Years +,0,1.5,3,2.4,0
12-Jan,Canada,  Non-landed immigrants,    Unemployment,  Male,  25-64,0,1.5,2.9,2.2,0
12-Jan,Canada,  Non-landed immigrants,    Unemployment,  Male,  55 Years +,0,0,0,0,-
12-Jan,Canada,  Non-landed immigrants,    Unemployment,  Female,15 Years +,0,2.4,3,4.3,2.4
12-Jan,Canada,  Non-landed immigrants,    Unemployment,  Female,  15-24,0,0,0,0,-
12-Jan,Canada,  Non-landed immigrants,    Unemployment,  Female,  25 Years +,0,1.8,2.3,4,2.4
12-Jan,Canada,  Non-landed immigrants,    Unemployment,  Female,  25-64,0,1.8,2.3,4,2.4
12-Jan,Canada,  Non-landed immigrants,    Unemployment,  Female,  55 Years +,-,-,0,0,-
12-Jan,Canada,  Non-landed immigrants,  Not in labour force,  Male,15 Years +,17,20.8,16.8,26.2,8.8
12-Jan,Canada,  Non-landed immigrants,  Not in labour force,  Male,  15-24,8.8,14.2,3.6,9.7,0
12-Jan,Canada,  Non-landed immigrants,  Not in labour force,  Male,  25 Years +,8.2,6.7,13.2,16.5,8.7
12-Jan,Canada,  Non-landed immigrants,  Not in labour force,  Male,  25-64,5.2,4.7,10.6,13,7.6
12-Jan,Canada,  Non-landed immigrants,  Not in labour force,  Male,  55 Years +,4.8,3.7,4.1,4.6,1.9
12-Jan,Canada,  Non-landed immigrants,  Not in labour force,  Female,15 Years +,24.4,17.8,21.6,27,7.9
12-Jan,Canada,  Non-landed immigrants,  Not in labour force,  Female,  15-24,8.7,6.2,5.1,6.7,-
12-Jan,Canada,  Non-landed immigrants,  Not in labour force,  Female,  25 Years +,15.7,11.5,16.6,20.3,7.9
12-Jan,Canada,  Non-landed immigrants,  Not in labour force,  Female,  25-64,7.4,7.8,12.2,18.1,7.4
12-Jan,Canada,  Non-landed immigrants,  Not in labour force,  Female,  55 Years +,10.9,5.6,6,5.1,0
12-Jan,Canada,  Non-landed immigrants,Unemployment rate,  Male,15 Years +,11.2,5.3,8.8,3.2,0
12-Jan,Canada,  Non-landed immigrants,Unemployment rate,  Male,  15-24,0,0,0,-,-
12-Jan,Canada,  Non-landed immigrants,Unemployment rate,  Male,  25 Years +,0,6,6.9,3.4,0
12-Jan,Canada,  Non-landed immigrants,Unemployment rate,  Male,  25-64,0,6,6.7,3.2,0
12-Jan,Canada,  Non-landed immigrants,Unemployment rate,  Male,  55 Years +,0,0,0,0,-
12-Jan,Canada,  Non-landed immigrants,Unemployment rate,  Female,15 Years +,0,11.3,6.1,6.2,9.4
12-Jan,Canada,  Non-landed immigrants,Unemployment rate,  Female,  15-24,0,0,0,0,-
12-Jan,Canada,  Non-landed immigrants,Unemployment rate,  Female,  25 Years +,0,9.6,5.3,6.1,9.5
12-Jan,Canada,  Non-landed immigrants,Unemployment rate,  Female,  25-64,0,9.7,5.3,6.1,9.6
12-Jan,Canada,  Non-landed immigrants,Unemployment rate,  Female,  55 Years +,-,-,0,0,-
12-Jan,Canada,  Non-landed immigrants,Employment rate,  Male,15 Years +,48,56.2,67.5,71.9,78.4
12-Jan,Canada,  Non-landed immigrants,Employment rate,  Male,  15-24,31.3,26.3,39.2,31.5,0
12-Jan,Canada,  Non-landed immigrants,Employment rate,  Male,  25 Years +,58.3,74.1,71.4,78.4,78
12-Jan,Canada,  Non-landed immigrants,Employment rate,  Male,  25-64,66.8,79.3,75,81.5,79.7
12-Jan,Canada,  Non-landed immigrants,Employment rate,  Male,  55 Years +,28.6,42.4,40.3,42.2,45.7
12-Jan,Canada,  Non-landed immigrants,Employment rate,  Female,15 Years +,19.9,48.2,65.1,67.5,69
12-Jan,Canada,  Non-landed immigrants,Employment rate,  Female,  15-24,22.9,23,43.1,34.3,0
12-Jan,Canada,  Non-landed immigrants,Employment rate,  Female,  25 Years +,18.2,55.8,68.8,71.7,68.7
12-Jan,Canada,  Non-landed immigrants,Employment rate,  Female,  25-64,31.3,63.6,73.8,73.3,69.4
12-Jan,Canada,  Non-landed immigrants,Employment rate,  Female,  55 Years +,0,39.1,39.5,44.9,75.8
12-Jan,Ontario,  Total Landed immigrants,  Labour force,  Male,15 Years +,105.4,238.1,304.8,404.9,157.7
12-Jan,Ontario,  Total Landed immigrants,  Labour force,  Male,  15-24,11.5,24,14.6,11.3,2.5
12-Jan,Ontario,  Total Landed immigrants,  Labour force,  Male,  25 Years +,93.9,214.2,290.2,393.5,155.3
12-Jan,Ontario,  Total Landed immigrants,  Labour force,  Male,  25-64,83.5,203.8,270.8,373.6,143.9
12-Jan,Ontario,  Total Landed immigrants,  Labour force,  Male,  55 Years +,36.9,56.8,84.3,87,39.4
12-Jan,Ontario,  Total Landed immigrants,  Labour force,  Female,15 Years +,78.1,201.7,319.3,353.4,116
12-Jan,Ontario,  Total Landed immigrants,  Labour force,  Female,  15-24,12.6,20,13.6,13.7,0
12-Jan,Ontario,  Total Landed immigrants,  Labour force,  Female,  25 Years +,65.5,181.7,305.6,339.7,115.3
12-Jan,Ontario,  Total Landed immigrants,  Labour force,  Female,  25-64,57.4,175.3,291.1,330.8,111.2
12-Jan,Ontario,  Total Landed immigrants,  Labour force,  Female,  55 Years +,21.5,55.3,77.6,47.4,13
12-Jan,Ontario,  Total Landed immigrants,    Employment,  Male,15 Years +,96.1,215.7,281.2,382.8,150.8
12-Jan,Ontario,  Total Landed immigrants,    Employment,  Male,  15-24,7.4,18.9,14,9.5,2
12-Jan,Ontario,  Total Landed immigrants,    Employment,  Male,  25 Years +,88.6,196.8,267.3,373.3,148.8
12-Jan,Ontario,  Total Landed immigrants,    Employment,  Male,  25-64,78.6,186.6,248.6,354.1,138.1
12-Jan,Ontario,  Total Landed immigrants,    Employment,  Male,  55 Years +,35.3,55.2,77.5,82.3,37.9
12-Jan,Ontario,  Total Landed immigrants,    Employment,  Female,15 Years +,65.5,182.6,288.7,327.2,104.6
12-Jan,Ontario,  Total Landed immigrants,    Employment,  Female,  15-24,8.9,18.1,12.5,13.1,0
12-Jan,Ontario,  Total Landed immigrants,    Employment,  Female,  25 Years +,56.6,164.6,276.2,314.1,103.9
12-Jan,Ontario,  Total Landed immigrants,    Employment,  Female,  25-64,48.5,158.1,263.1,305.5,100.1
12-Jan,Ontario,  Total Landed immigrants,    Employment,  Female,  55 Years +,18.4,53.3,69.7,43.7,12.1
12-Jan,Ontario,  Total Landed immigrants,       Full-time employment,  Male,15 Years +,82.2,196,255.6,348.4,137.6
12-Jan,Ontario,  Total Landed immigrants,       Full-time employment,  Male,  15-24,4,10.4,10.9,8.2,1.6
12-Jan,Ontario,  Total Landed immigrants,       Full-time employment,  Male,  25 Years +,78.2,185.7,244.7,340.2,136
12-Jan,Ontario,  Total Landed immigrants,       Full-time employment,  Male,  25-64,72,178,232.2,329.8,129.7
12-Jan,Ontario,  Total Landed immigrants,       Full-time employment,  Male,  55 Years +,28.3,50.9,65.5,67.8,31.9
12-Jan,Ontario,  Total Landed immigrants,       Full-time employment,  Female,15 Years +,38.6,134.5,223.6,265.1,79.1
12-Jan,Ontario,  Total Landed immigrants,       Full-time employment,  Female,  15-24,0,7.4,7.2,9.3,0
12-Jan,Ontario,  Total Landed immigrants,       Full-time employment,  Female,  25 Years +,37.9,127.1,216.4,255.9,78.4
12-Jan,Ontario,  Total Landed immigrants,       Full-time employment,  Female,  25-64,36,124.6,209,250,76
12-Jan,Ontario,  Total Landed immigrants,       Full-time employment,  Female,  55 Years +,9,40,49,32.6,7.1
12-Jan,Ontario,  Total Landed immigrants,       Part-time employment,  Male,15 Years +,13.8,19.6,25.6,34.4,13.2
12-Jan,Ontario,  Total Landed immigrants,       Part-time employment,  Male,  15-24,3.4,8.5,3,0,0
12-Jan,Ontario,  Total Landed immigrants,       Part-time employment,  Male,  25 Years +,10.4,11.1,22.6,33.1,12.9
12-Jan,Ontario,  Total Landed immigrants,       Part-time employment,  Male,  25-64,6.6,8.5,16.4,24.3,8.4
12-Jan,Ontario,  Total Landed immigrants,       Part-time employment,  Male,  55 Years +,7,4.3,12,14.5,6.1
12-Jan,Ontario,  Total Landed immigrants,       Part-time employment,  Female,15 Years +,26.9,48.1,65.1,62.1,25.5
12-Jan,Ontario,  Total Landed immigrants,       Part-time employment,  Female,  15-24,8.3,10.6,5.3,3.8,-
12-Jan,Ontario,  Total Landed immigrants,       Part-time employment,  Female,  25 Years +,18.7,37.5,59.8,58.3,25.5
12-Jan,Ontario,  Total Landed immigrants,       Part-time employment,  Female,  25-64,12.5,33.6,54.1,55.6,24.1
12-Jan,Ontario,  Total Landed immigrants,       Part-time employment,  Female,  55 Years +,9.4,13.3,20.7,11,5
12-Jan,Ontario,  Total Landed immigrants,    Unemployment,  Male,15 Years +,9.4,22.4,23.6,22.1,6.9
12-Jan,Ontario,  Total Landed immigrants,    Unemployment,  Male,  15-24,4.1,5,0,1.8,0
12-Jan,Ontario,  Total Landed immigrants,    Unemployment,  Male,  25 Years +,5.3,17.4,22.9,20.3,6.5
12-Jan,Ontario,  Total Landed immigrants,    Unemployment,  Male,  25-64,4.9,17.3,22.2,19.5,5.8
12-Jan,Ontario,  Total Landed immigrants,    Unemployment,  Male,  55 Years +,1.6,1.6,6.8,4.7,1.5
12-Jan,Ontario,  Total Landed immigrants,    Unemployment,  Female,15 Years +,12.6,19.1,30.6,26.2,11.5
12-Jan,Ontario,  Total Landed immigrants,    Unemployment,  Female,  15-24,3.7,2,0,0,0
12-Jan,Ontario,  Total Landed immigrants,    Unemployment,  Female,  25 Years +,8.9,17.1,29.5,25.6,11.3
12-Jan,Ontario,  Total Landed immigrants,    Unemployment,  Female,  25-64,8.9,17.1,28,25.3,11.1
12-Jan,Ontario,  Total Landed immigrants,    Unemployment,  Female,  55 Years +,3,1.9,7.9,3.7,0
12-Jan,Ontario,  Total Landed immigrants,  Not in labour force,  Male,15 Years +,168.1,114.3,119.5,110.1,47.5
12-Jan,Ontario,  Total Landed immigrants,  Not in labour force,  Male,  15-24,36.4,15.7,6.5,3.2,0
12-Jan,Ontario,  Total Landed immigrants,  Not in labour force,  Male,  25 Years +,131.6,98.6,112.9,106.9,47
12-Jan,Ontario,  Total Landed immigrants,  Not in labour force,  Male,  25-64,27.6,36.7,44.6,47.3,15.1
12-Jan,Ontario,  Total Landed immigrants,  Not in labour force,  Male,  55 Years +,119.2,80,94.2,81.4,36.8
12-Jan,Ontario,  Total Landed immigrants,  Not in labour force,  Female,15 Years +,288.8,206.5,164.7,146.1,42.6
12-Jan,Ontario,  Total Landed immigrants,  Not in labour force,  Female,  15-24,37.3,18.3,6.8,5.6,0
12-Jan,Ontario,  Total Landed immigrants,  Not in labour force,  Female,  25 Years +,251.6,188.2,157.9,140.4,42.3
12-Jan,Ontario,  Total Landed immigrants,  Not in labour force,  Female,  25-64,75.1,99,78.3,97.4,24.8
12-Jan,Ontario,  Total Landed immigrants,  Not in labour force,  Female,  55 Years +,210,131.2,108.1,69.7,20.9
12-Jan,Ontario,  Total Landed immigrants,Unemployment rate,  Male,15 Years +,8.9,9.4,7.7,5.5,4.4
12-Jan,Ontario,  Total Landed immigrants,Unemployment rate,  Male,  15-24,35.7,20.8,0,15.9,0
12-Jan,Ontario,  Total Landed immigrants,Unemployment rate,  Male,  25 Years +,5.6,8.1,7.9,5.2,4.2
12-Jan,Ontario,  Total Landed immigrants,Unemployment rate,  Male,  25-64,5.9,8.5,8.2,5.2,4
12-Jan,Ontario,  Total Landed immigrants,Unemployment rate,  Male,  55 Years +,4.3,2.8,8.1,5.4,3.8
12-Jan,Ontario,  Total Landed immigrants,Unemployment rate,  Female,15 Years +,16.1,9.5,9.6,7.4,9.9
12-Jan,Ontario,  Total Landed immigrants,Unemployment rate,  Female,  15-24,29.4,10,0,0,0
12-Jan,Ontario,  Total Landed immigrants,Unemployment rate,  Female,  25 Years +,13.6,9.4,9.7,7.5,9.8
12-Jan,Ontario,  Total Landed immigrants,Unemployment rate,  Female,  25-64,15.5,9.8,9.6,7.6,10
12-Jan,Ontario,  Total Landed immigrants,Unemployment rate,  Female,  55 Years +,14,3.4,10.2,7.8,0
12-Jan,Ontario,  Total Landed immigrants,Employment rate,  Male,15 Years +,35.1,61.2,66.3,74.3,73.5
12-Jan,Ontario,  Total Landed immigrants,Employment rate,  Male,  15-24,15.4,47.6,66.4,65.5,69
12-Jan,Ontario,  Total Landed immigrants,Employment rate,  Male,  25 Years +,39.3,62.9,66.3,74.6,73.6
12-Jan,Ontario,  Total Landed immigrants,Employment rate,  Male,  25-64,70.7,77.6,78.8,84.1,86.9
12-Jan,Ontario,  Total Landed immigrants,Employment rate,  Male,  55 Years +,22.6,40.4,43.4,48.9,49.7
12-Jan,Ontario,  Total Landed immigrants,Employment rate,  Female,15 Years +,17.8,44.7,59.6,65.5,66
12-Jan,Ontario,  Total Landed immigrants,Employment rate,  Female,  15-24,17.8,47.3,61,67.5,0
12-Jan,Ontario,  Total Landed immigrants,Employment rate,  Female,  25 Years +,17.8,44.5,59.6,65.4,66
12-Jan,Ontario,  Total Landed immigrants,Employment rate,  Female,  25-64,36.6,57.6,71.2,71.3,73.6
12-Jan,Ontario,  Total Landed immigrants,Employment rate,  Female,  55 Years +,7.9,28.6,37.5,37.4,35.8
12-Jan,Ontario,  Non-landed immigrants,  Labour force,  Male,15 Years +,10.2,11.9,13.3,23.1,11.3
12-Jan,Ontario,  Non-landed immigrants,  Labour force,  Male,  15-24,2.7,2.3,1.6,0,-
12-Jan,Ontario,  Non-landed immigrants,  Labour force,  Male,  25 Years +,7.5,9.6,11.7,22.2,11.3
12-Jan,Ontario,  Non-landed immigrants,  Labour force,  Male,  25-64,7.5,9.6,11.7,21.5,11.2
12-Jan,Ontario,  Non-landed immigrants,  Labour force,  Male,  55 Years +,1.5,1.6,0,1.5,0
12-Jan,Ontario,  Non-landed immigrants,  Labour force,  Female,15 Years +,2.8,10.4,18.6,21.9,8.2
12-Jan,Ontario,  Non-landed immigrants,  Labour force,  Female,  15-24,1.6,0,0,1.8,-
12-Jan,Ontario,  Non-landed immigrants,  Labour force,  Female,  25 Years +,0,10,17.3,20.1,8.2
12-Jan,Ontario,  Non-landed immigrants,  Labour force,  Female,  25-64,0,10,17.3,20.1,8.2
12-Jan,Ontario,  Non-landed immigrants,  Labour force,  Female,  55 Years +,-,2.2,3.4,0,-
12-Jan,Ontario,  Non-landed immigrants,    Employment,  Male,15 Years +,9.2,11.8,11.5,22.6,11.2
12-Jan,Ontario,  Non-landed immigrants,    Employment,  Male,  15-24,2.5,2.3,0,0,-
12-Jan,Ontario,  Non-landed immigrants,    Employment,  Male,  25 Years +,6.8,9.5,10.6,21.8,11.2
12-Jan,Ontario,  Non-landed immigrants,    Employment,  Male,  25-64,6.8,9.5,10.6,21,11.1
12-Jan,Ontario,  Non-landed immigrants,    Employment,  Male,  55 Years +,0,0,0,1.5,0
12-Jan,Ontario,  Non-landed immigrants,    Employment,  Female,15 Years +,2.6,9,17.2,19.8,6.6
12-Jan,Ontario,  Non-landed immigrants,    Employment,  Female,  15-24,0,0,0,1.8,-
12-Jan,Ontario,  Non-landed immigrants,    Employment,  Female,  25 Years +,0,8.5,16.2,18,6.6
12-Jan,Ontario,  Non-landed immigrants,    Employment,  Female,  25-64,0,8.5,16.2,18,6.6
12-Jan,Ontario,  Non-landed immigrants,    Employment,  Female,  55 Years +,-,2.2,2.8,0,-
12-Jan,Ontario,  Non-landed immigrants,       Full-time employment,  Male,15 Years +,6.9,9.9,10.4,20.4,10.5
12-Jan,Ontario,  Non-landed immigrants,       Full-time employment,  Male,  15-24,0,0,0,0,-
12-Jan,Ontario,  Non-landed immigrants,       Full-time employment,  Male,  25 Years +,6,9.5,9.5,20.1,10.5
12-Jan,Ontario,  Non-landed immigrants,       Full-time employment,  Male,  25-64,6,9.5,9.4,19.3,10.5
12-Jan,Ontario,  Non-landed immigrants,       Full-time employment,  Male,  55 Years +,0,0,0,1.5,0
12-Jan,Ontario,  Non-landed immigrants,       Full-time employment,  Female,15 Years +,0,7,13.9,15.3,5.7
12-Jan,Ontario,  Non-landed immigrants,       Full-time employment,  Female,  15-24,0,0,0,0,-
12-Jan,Ontario,  Non-landed immigrants,       Full-time employment,  Female,  25 Years +,0,6.8,13.1,14.7,5.7
12-Jan,Ontario,  Non-landed immigrants,       Full-time employment,  Female,  25-64,0,6.8,13.1,14.7,5.7
12-Jan,Ontario,  Non-landed immigrants,       Full-time employment,  Female,  55 Years +,-,1.6,2.2,0,-
12-Jan,Ontario,  Non-landed immigrants,       Part-time employment,  Male,15 Years +,2.3,2,0,2.2,0
12-Jan,Ontario,  Non-landed immigrants,       Part-time employment,  Male,  15-24,1.6,2,-,0,-
12-Jan,Ontario,  Non-landed immigrants,       Part-time employment,  Male,  25 Years +,0,-,0,1.7,0
12-Jan,Ontario,  Non-landed immigrants,       Part-time employment,  Male,  25-64,0,-,0,1.7,0
12-Jan,Ontario,  Non-landed immigrants,       Part-time employment,  Male,  55 Years +,0,-,-,-,-
12-Jan,Ontario,  Non-landed immigrants,       Part-time employment,  Female,15 Years +,1.5,2,3.3,4.6,0
12-Jan,Ontario,  Non-landed immigrants,       Part-time employment,  Female,  15-24,0,0,0,0,-
12-Jan,Ontario,  Non-landed immigrants,       Part-time employment,  Female,  25 Years +,0,1.7,3.1,3.3,0
12-Jan,Ontario,  Non-landed immigrants,       Part-time employment,  Female,  25-64,0,1.7,3.1,3.3,0
12-Jan,Ontario,  Non-landed immigrants,       Part-time employment,  Female,  55 Years +,-,0,0,0,-
12-Jan,Ontario,  Non-landed immigrants,    Unemployment,  Male,15 Years +,0,0,1.8,0,0
12-Jan,Ontario,  Non-landed immigrants,    Unemployment,  Male,  15-24,0,-,0,-,-
12-Jan,Ontario,  Non-landed immigrants,    Unemployment,  Male,  25 Years +,0,0,0,0,0
12-Jan,Ontario,  Non-landed immigrants,    Unemployment,  Male,  25-64,0,0,0,0,0
12-Jan,Ontario,  Non-landed immigrants,    Unemployment,  Male,  55 Years +,0,0,0,-,-
12-Jan,Ontario,  Non-landed immigrants,    Unemployment,  Female,15 Years +,0,0,0,2.1,1.5
12-Jan,Ontario,  Non-landed immigrants,    Unemployment,  Female,  15-24,0,-,0,-,-
12-Jan,Ontario,  Non-landed immigrants,    Unemployment,  Female,  25 Years +,0,0,0,2.1,1.5
12-Jan,Ontario,  Non-landed immigrants,    Unemployment,  Female,  25-64,0,0,0,2.1,1.5
12-Jan,Ontario,  Non-landed immigrants,    Unemployment,  Female,  55 Years +,-,-,0,0,-
12-Jan,Ontario,  Non-landed immigrants,  Not in labour force,  Male,15 Years +,8.6,14.1,8.2,11.5,3
12-Jan,Ontario,  Non-landed immigrants,  Not in labour force,  Male,  15-24,4.7,9.5,1.7,6.2,-
12-Jan,Ontario,  Non-landed immigrants,  Not in labour force,  Male,  25 Years +,3.9,4.6,6.5,5.2,3
12-Jan,Ontario,  Non-landed immigrants,  Not in labour force,  Male,  25-64,1.8,2.9,5.2,3.4,2.2
12-Jan,Ontario,  Non-landed immigrants,  Not in labour force,  Male,  55 Years +,3.5,2.9,1.8,2.1,0
12-Jan,Ontario,  Non-landed immigrants,  Not in labour force,  Female,15 Years +,10.5,6.5,9.3,10.2,1.9
12-Jan,Ontario,  Non-landed immigrants,  Not in labour force,  Female,  15-24,3.4,1.9,1.7,3.2,-
12-Jan,Ontario,  Non-landed immigrants,  Not in labour force,  Female,  25 Years +,7.1,4.6,7.6,7,1.9
12-Jan,Ontario,  Non-landed immigrants,  Not in labour force,  Female,  25-64,3.3,1.6,4.4,6.7,1.9
12-Jan,Ontario,  Non-landed immigrants,  Not in labour force,  Female,  55 Years +,6,3.4,4.2,3.2,0
12-Jan,Ontario,  Non-landed immigrants,Unemployment rate,  Male,15 Years +,0,0,13.5,0,0
12-Jan,Ontario,  Non-landed immigrants,Unemployment rate,  Male,  15-24,0,-,0,-,-
12-Jan,Ontario,  Non-landed immigrants,Unemployment rate,  Male,  25 Years +,0,0,0,0,0
12-Jan,Ontario,  Non-landed immigrants,Unemployment rate,  Male,  25-64,0,0,0,0,0
12-Jan,Ontario,  Non-landed immigrants,Unemployment rate,  Male,  55 Years +,0,0,0,-,-
12-Jan,Ontario,  Non-landed immigrants,Unemployment rate,  Female,15 Years +,0,0,0,9.6,18.3
12-Jan,Ontario,  Non-landed immigrants,Unemployment rate,  Female,  15-24,0,-,0,-,-
12-Jan,Ontario,  Non-landed immigrants,Unemployment rate,  Female,  25 Years +,0,0,0,10.4,18.3
12-Jan,Ontario,  Non-landed immigrants,Unemployment rate,  Female,  25-64,0,0,0,10.4,18.3
12-Jan,Ontario,  Non-landed immigrants,Unemployment rate,  Female,  55 Years +,-,-,0,0,-
12-Jan,Ontario,  Non-landed immigrants,Employment rate,  Male,15 Years +,49.2,45.4,53.2,65.5,78.3
12-Jan,Ontario,  Non-landed immigrants,Employment rate,  Male,  15-24,33.8,19.5,0,0,-
12-Jan,Ontario,  Non-landed immigrants,Employment rate,  Male,  25 Years +,59.6,66.9,58.2,79.3,78.3
12-Jan,Ontario,  Non-landed immigrants,Employment rate,  Male,  25-64,73.9,75.4,63.1,84.3,82.8
12-Jan,Ontario,  Non-landed immigrants,Employment rate,  Male,  55 Years +,0,0,0,41.7,0
12-Jan,Ontario,  Non-landed immigrants,Employment rate,  Female,15 Years +,19.5,53.3,61.6,61.7,65.3
12-Jan,Ontario,  Non-landed immigrants,Employment rate,  Female,  15-24,0,0,0,36,-
12-Jan,Ontario,  Non-landed immigrants,Employment rate,  Female,  25 Years +,0,58.6,64.8,66.4,65.3
12-Jan,Ontario,  Non-landed immigrants,Employment rate,  Female,  25-64,0,73.3,74.3,67.4,65.3
12-Jan,Ontario,  Non-landed immigrants,Employment rate,  Female,  55 Years +,-,39.3,36.8,0,-
12-Feb,Canada,  Total Landed immigrants,  Labour force,  Male,15 Years +,199.9,402.2,568.6,791.6,308.8
12-Feb,Canada,  Total Landed immigrants,  Labour force,  Male,  15-24,28.8,40.4,25.9,22,4.4
12-Feb,Canada,  Total Landed immigrants,  Labour force,  Male,  25 Years +,171.1,361.8,542.7,769.6,304.3
12-Feb,Canada,  Total Landed immigrants,  Labour force,  Male,  25-64,156,341.7,510.5,728.7,278.1
12-Feb,Canada,  Total Landed immigrants,  Labour force,  Male,  55 Years +,61.3,93.7,150.9,164.2,76.4
12-Feb,Canada,  Total Landed immigrants,  Labour force,  Female,15 Years +,153.6,334.2,590.2,687.1,214.1
12-Feb,Canada,  Total Landed immigrants,  Labour force,  Female,  15-24,23.4,34.9,27.6,20.5,0
12-Feb,Canada,  Total Landed immigrants,  Labour force,  Female,  25 Years +,130.1,299.3,562.6,666.6,214.1
12-Feb,Canada,  Total Landed immigrants,  Labour force,  Female,  25-64,118.1,287.6,536,651.3,205.5
12-Feb,Canada,  Total Landed immigrants,  Labour force,  Female,  55 Years +,40.4,83.8,138.2,97.8,33.1
12-Feb,Canada,  Total Landed immigrants,    Employment,  Male,15 Years +,177.2,366.4,525.5,733.7,291.2
12-Feb,Canada,  Total Landed immigrants,    Employment,  Male,  15-24,20.4,32.8,23.9,18.2,3.4
12-Feb,Canada,  Total Landed immigrants,    Employment,  Male,  25 Years +,156.8,333.6,501.6,715.5,287.8
12-Feb,Canada,  Total Landed immigrants,    Employment,  Male,  25-64,142.3,314.7,470,676.7,262.4
12-Feb,Canada,  Total Landed immigrants,    Employment,  Male,  55 Years +,56.4,88,139.4,152.7,73.1
12-Feb,Canada,  Total Landed immigrants,    Employment,  Female,15 Years +,129.7,306.2,541.5,633.9,192.4
12-Feb,Canada,  Total Landed immigrants,    Employment,  Female,  15-24,18.1,31.3,24.8,17.7,-
12-Feb,Canada,  Total Landed immigrants,    Employment,  Female,  25 Years +,111.7,275,516.7,616.1,192.4
12-Feb,Canada,  Total Landed immigrants,    Employment,  Female,  25-64,100.3,263.6,491.8,601.4,184.4
12-Feb,Canada,  Total Landed immigrants,    Employment,  Female,  55 Years +,35.6,79.9,126.9,90.8,30.6
12-Feb,Canada,  Total Landed immigrants,       Full-time employment,  Male,15 Years +,146.2,327.7,474.5,670.6,266
12-Feb,Canada,  Total Landed immigrants,       Full-time employment,  Male,  15-24,9,17.3,17.4,14.3,3
12-Feb,Canada,  Total Landed immigrants,       Full-time employment,  Male,  25 Years +,137.2,310.4,457.1,656.3,263.1
12-Feb,Canada,  Total Landed immigrants,       Full-time employment,  Male,  25-64,129.3,296.2,438.7,632.9,247.3
12-Feb,Canada,  Total Landed immigrants,       Full-time employment,  Male,  55 Years +,44.9,75.9,115.7,125.5,59.6
12-Feb,Canada,  Total Landed immigrants,       Full-time employment,  Female,15 Years +,83.3,222.7,411.1,502.5,145.1
12-Feb,Canada,  Total Landed immigrants,       Full-time employment,  Female,  15-24,3.5,11.5,11.6,11.8,-
12-Feb,Canada,  Total Landed immigrants,       Full-time employment,  Female,  25 Years +,79.8,211.2,399.4,490.7,145.1
12-Feb,Canada,  Total Landed immigrants,       Full-time employment,  Female,  25-64,75.4,205.9,388.1,482.6,141.1
12-Feb,Canada,  Total Landed immigrants,       Full-time employment,  Female,  55 Years +,21.5,59.3,85.6,66.5,19.1
12-Feb,Canada,  Total Landed immigrants,       Part-time employment,  Male,15 Years +,31.1,38.8,51,63.1,25.2
12-Feb,Canada,  Total Landed immigrants,       Part-time employment,  Male,  15-24,11.4,15.6,6.5,3.9,0
12-Feb,Canada,  Total Landed immigrants,       Part-time employment,  Male,  25 Years +,19.6,23.2,44.5,59.2,24.7
12-Feb,Canada,  Total Landed immigrants,       Part-time employment,  Male,  25-64,13,18.6,31.4,43.8,15.1
12-Feb,Canada,  Total Landed immigrants,       Part-time employment,  Male,  55 Years +,11.5,12.1,23.7,27.2,13.5
12-Feb,Canada,  Total Landed immigrants,       Part-time employment,  Female,15 Years +,46.5,83.5,130.4,131.4,47.3
12-Feb,Canada,  Total Landed immigrants,       Part-time employment,  Female,  15-24,14.6,19.8,13.1,6,-
12-Feb,Canada,  Total Landed immigrants,       Part-time employment,  Female,  25 Years +,31.9,63.7,117.3,125.4,47.3
12-Feb,Canada,  Total Landed immigrants,       Part-time employment,  Female,  25-64,24.8,57.7,103.8,118.8,43.3
